tweet_id,user_id,username,post,date_created,lat1,long1,lat2,long2,lang
1768085944165626289,955272372,aapeeeee,pukinginang ubo to!,2024-03-14T01:25:13.000Z,,,,,tl
1768085511460049168,779341978593099780,J1_ZS2003,RT @AlenziTariq: @ubo_mousa https://t.co/AYm3EwxTDK,2024-03-14T01:23:30.000Z,,,,,qme
1768083842618052757,1305067904300326913,Nhetz1224,Sipon at ubo nanaman baby🥹 https://t.co/miTaYgYMYK,2024-03-14T01:16:52.000Z,,,,,tl
1768082599266701515,1753563066992562176,alwaysSokolov,"en un ratos los ubo, sufri con los pf https://t.co/9B6TuZbpCq",2024-03-14T01:11:55.000Z,,,,,es
1768081924528959902,91351087,GloriaMalatji,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-14T01:09:14.000Z,,,,,sl
1768080876641120296,131483600,timzcillin,"Ang daming may sakit sa mga kaklase ni anak.. pag nagkakasakit sila sabay sabay.. napansin ko lang.. ang hirap ng may sakit talaga haii, grabe ubo't sipon niya ngayon pero wala na lagnat..",2024-03-14T01:05:05.000Z,,,,,tl
1768079702399316076,1764385981090676736,mmmn916719,@ubo_mousa كذاب واهل تويتر عارفين انوه كذاب,2024-03-14T01:00:25.000Z,,,,,ar
1768077473034436892,830311916635639808,Official_Diner0,RT @NandosSA: Haibo? Uthini manimkhuza uBo? #ForRelativeStrangers https://t.co/MLfkAs6dsD,2024-03-14T00:51:33.000Z,,,,,sl
1768074220771361253,3232955976,aychichoo,hirap pala magpigil ng tawa kapag pumutok ubo ng student mo 😭😭😭😭😭😭 plssss,2024-03-14T00:38:38.000Z,,,,,tl
1768073243779580087,1015637825897656321,xzsdfgvhjkl,ubo ubo ubo,2024-03-14T00:34:45.000Z,,,,,tl
1768073225542730095,1482861016228663296,_debieness1,"Like thanos, naa pud koi gikolekta pero ang akoa kay kakapoy, sakit sa lawas, sipon ug ubo, kuwang sa tulog, kacrazyhon ug uban pa.",2024-03-14T00:34:40.000Z,,,,,tl
1768073044155871587,1316236966023720960,judasdyke,BOBO ma sugod ka ug ubo ugma https://t.co/TjRvuAl8ao,2024-03-14T00:33:57.000Z,,,,,tl
1768072574796280195,66371659,egoberville,RT @UMR_BOREA: Nous recherchons un.e candidat.e pour une thèse de doctorat sur l'Evolution multidécennale de la biodiversité benthique de t…,2024-03-14T00:32:05.000Z,,,,,fr
1768071788150522072,823509293685088256,marycrismalabag,"sana mawala na ubo ko, kakahiya na tumahol ng tumahol sa office 😩",2024-03-14T00:28:58.000Z,,,,,tl
1768067976341651532,733307372836425728,143322salman,وَيَخرُجنَ مِن مصطفى شعبان جَعدٍ ثَراهُ مُنَصَّبِ uBO,2024-03-14T00:13:49.000Z,,,,,ar
1768067122838597845,1701766395032170496,CruzCruz422986,@radioamericahn Y el caretillazo que si ubo evidencia Ese señor deveria estar tras las rejas,2024-03-14T00:10:25.000Z,,,,,es
1768067051900621260,1391665800470306817,ChrisMdaer12,"@NoticiasSlost Está apareciendo sesiones por sorpresa , por qué está ves no ubo api pero se ve que están llegando colaboración antiguas .",2024-03-14T00:10:08.000Z,,,,,es
1768065285217796499,1764102002026659840,kronumasawako,naputok ang ubo oi,2024-03-14T00:03:07.000Z,,,,,tl
